id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,price_per_m2,distance_km,distance_bucket
2015-585049,2015-05-29,1,Vente,116000.0,22.0,,GR GRANDE RUE,0230,51190.0,51281,Grauves,51,,,51281000AD0089,,,,,,,,,,,,,0,1.0,Maison,162.0,6.0,S,sols,,,373.0,3.964847,48.973372,716.0493827160494,39.04061001671812,30-50 km
2015-585051,2015-06-19,1,Vente,170000.0,3.0,,RUE DE LA BELLE EPINE,0010,51210.0,51460,Rieux,51,,,51460000ZP0003,,,,,,,,,,,,,0,1.0,Maison,240.0,9.0,S,sols,,,870.0,3.506084,48.835753,708.3333333333334,29.822809563379355,20-30 km
2015-585056,2015-06-15,1,Vente,107000.0,11.0,,RUE DE L EGALITE,0727,51200.0,51230,Épernay,51,,,512300000I1659,,,6,85.96,9,,,,,,,,2,2.0,Appartement,85.0,4.0,,,,,,3.970862,49.046218,1258.8235294117646,46.87678681550547,30-50 km
2015-585057,2015-06-18,1,Vente,95000.0,11.0,,RUE DE LA CROIX ROUGE,0100,51270.0,51033,Le Baizil,51,,,510330000B0085,,,,,,,,,,,,,0,1.0,Maison,102.0,5.0,S,sols,,,655.0,3.791211,48.976816,931.3725490196078,37.179590390752935,30-50 km
2015-585059,2015-06-16,1,Vente,158000.0,3.0,,RUE DES GRES,0460,51700.0,51217,Dormans,51,,,512170000B0029,,,,,,,,,,,,,0,1.0,Maison,61.0,3.0,S,sols,,,545.0,3.619199,49.061639,2590.1639344262294,48.21460318979573,30-50 km
2015-585062,2015-06-12,1,Vente,185000.0,12.0,,RUE DU PLESSIS,0175,51120.0,51526,Saudoy,51,,,51526000AE0270,,,,,,,,,,,,,0,1.0,Maison,90.0,5.0,S,sols,,,390.0,3.712985,48.681264,2055.5555555555557,6.9623716698793405,5-10 km
2015-585065,2015-06-18,1,Vente,23000.0,3.0,,RUE SAINT ELOI,0670,51190.0,51029,Avize,51,,,510290000E0291,,,,,,,,,,,,,0,2.0,Appartement,42.0,3.0,S,sols,,,362.0,4.009041,48.972292,547.6190476190476,40.13232556008006,30-50 km
2015-585065,2015-06-18,1,Vente,23000.0,3.0,,RUE SAINT ELOI,0670,51190.0,51029,Avize,51,,,510290000E0291,,,,,,,,,,,,,0,1.0,Maison,93.0,5.0,S,sols,,,362.0,4.009041,48.972292,247.31182795698925,40.13232556008006,30-50 km
2015-585065,2015-06-18,1,Vente,23000.0,3.0,,RUE SAINT ELOI,0670,51190.0,51029,Avize,51,,,510290000E0291,,,,,,,,,,,,,0,2.0,Appartement,42.0,3.0,S,sols,,,362.0,4.009041,48.972292,547.6190476190476,40.13232556008006,30-50 km
2015-585065,2015-06-18,1,Vente,23000.0,3.0,,RUE SAINT ELOI,0670,51190.0,51029,Avize,51,,,510290000E0291,,,,,,,,,,,,,0,1.0,Maison,63.0,4.0,S,sols,,,362.0,4.009041,48.972292,365.07936507936506,40.13232556008006,30-50 km
2015-585065,2015-06-18,1,Vente,23000.0,3.0,,RUE SAINT ELOI,0670,51190.0,51029,Avize,51,,,510290000E0291,,,,,,,,,,,,,0,1.0,Maison,120.0,6.0,S,sols,,,362.0,4.009041,48.972292,191.66666666666666,40.13232556008006,30-50 km
2015-585070,2015-06-01,1,Vente,154000.0,84.0,,AV JAMES ET GABRIEL LECOMTE,1195,51200.0,51230,Épernay,51,,,51230000BP0419,,,,,,,,,,,,,0,1.0,Maison,94.0,4.0,S,sols,,,110.0,3.945986,49.027965,1638.2978723404256,44.423372751856505,30-50 km
2015-585070,2015-06-01,1,Vente,154000.0,84.0,,AV JAMES ET GABRIEL LECOMTE,1195,51200.0,51230,Épernay,51,,,51230000BP0419,,,,,,,,,,,,,0,1.0,Maison,94.0,4.0,J,jardins,MARAI,Pré marais,95.0,3.945986,49.027965,1638.2978723404256,44.423372751856505,30-50 km
2015-585071,2015-06-09,1,Vente,75000.0,1.0,,ALL DES PYRAMIDES,1975,51200.0,51230,Épernay,51,,,51230000AK0539,,,240,,272,66.01,,,,,,,2,2.0,Appartement,72.0,2.0,,,,,,3.968353,49.035641,1041.6666666666667,45.69793824303845,30-50 km
2015-585072,2015-06-09,1,Vente,50000.0,29.0,,RUE DU VIEUX MOULIN,0180,51210.0,51085,Le Breuil,51,,,51085000BC0035,,,,,,,,,,,,,0,1.0,Maison,58.0,2.0,S,sols,,,60.0,3.647557,48.976395,862.0689655172414,38.52215463583581,30-50 km
2015-585073,2015-06-09,1,Vente,200300.0,10.0,,RUE DE LA FRATERNITE,0070,51530.0,51431,Pierry,51,,,51431000ZC0093,,,,,,,,,,,,,0,1.0,Maison,89.0,4.0,S,sols,,,311.0,3.936347,49.013894,2250.561797752809,42.72894929866086,30-50 km
2015-585075,2015-06-05,1,Vente,82000.0,10.0,,RUE DES PAVEMENTS,1780,51200.0,51230,Épernay,51,,,51230000BE0722,,,64,59.55,74,,,,,,,,2,2.0,Appartement,62.0,3.0,,,,,,3.955699,49.036478,1322.5806451612902,45.52587563497069,30-50 km
2015-585081,2015-06-12,1,Vente,125000.0,8.0,,RUE DES TROIS GARES,1020,51210.0,51380,Montmirail,51,,,51380000BD0352,,,,,,,,,,,,,0,1.0,Maison,111.0,6.0,S,sols,,,605.0,3.533408,48.86984,1126.126126126126,31.422831487193562,30-50 km
2015-585082,2015-06-12,1,Vente,141500.0,5001.0,,RUE DE LUCY,0120,51270.0,51033,Le Baizil,51,,,510330000C0148,,,,,,,,,,,,,0,1.0,Maison,98.0,5.0,S,sols,,,16.0,3.794756,48.968137,1443.8775510204082,36.21749207042874,30-50 km
2015-585083,2015-06-20,1,Vente,215000.0,1.0,,LES ROULEAUX,B105,51270.0,51381,Montmort-Lucy,51,,,51381000AI0030,,,,,,,,,,,,,0,1.0,Maison,115.0,4.0,S,sols,,,432.0,3.823697,48.924527,1869.5652173913043,31.4779040409968,30-50 km
2015-585087,2015-06-22,2,Vente,85000.0,15.0,B,RUE DES SEPT VENTS,0290,51190.0,51612,Blancs-Coteaux,51,51411.0,Oger,51612411AI0844,51411000AI0844,,,,,,,,,,,,0,1.0,Maison,54.0,3.0,,,,,,4.011122,48.955836,1574.0740740740741,38.53324150088407,30-50 km
2015-585099,2015-06-23,1,Vente,197990.0,12.0,,RUE DE LA FORESTIERE,0095,51120.0,51526,Saudoy,51,,,51526000AE0391,,,,,,,,,,,,,0,1.0,Maison,180.0,5.0,S,sols,,,420.0,3.71627,48.681214,1099.9444444444443,6.77047472387773,5-10 km
2015-585101,2015-06-10,1,Vente,688300.0,9002.0,,CHE DE SAINT ANTOINE,0350,51530.0,51344,Mardeuil,51,,,51344000AR0083,,,,,,,,,,,,,0,1.0,Maison,245.0,6.0,S,sols,,,2387.0,3.919186,49.041466,2809.387755102041,45.41356514026611,30-50 km
2015-585101,2015-06-10,1,Vente,688300.0,9002.0,,CHE DE SAINT ANTOINE,0350,51530.0,51344,Mardeuil,51,,,51344000AR0083,,,,,,,,,,,,,0,1.0,Maison,245.0,6.0,P,prés,,,21499.0,3.919186,49.041466,2809.387755102041,45.41356514026611,30-50 km
2015-585102,2015-06-22,1,Vente,580000.0,47.0,,AV DE CHAMPAGNE,0320,51200.0,51230,Épernay,51,,,51230000AI0197,,,,,,,,,,,,,0,1.0,Maison,135.0,6.0,S,sols,,,626.0,3.968053,49.041768,4296.2962962962965,46.343715383439005,30-50 km
2015-585104,2015-06-23,1,Vente,95000.0,16.0,B,RUE EDOUARD VAILLANT,0725,51200.0,51230,Épernay,51,,,512300000I1087,,,,,,,,,,,,,0,1.0,Maison,51.0,4.0,S,sols,,,166.0,3.969448,49.047182,1862.7450980392157,46.94976284458574,30-50 km
2015-585105,2015-06-24,1,Vente,36800.0,41.0,,RUE HENRY DUNANT,1114,51200.0,51230,Épernay,51,,,51230000BK0614,,,1,37.33,8,,9,,,,,,3,2.0,Appartement,38.0,1.0,,,,,,3.952253,49.049261,968.421052631579,46.82911404164267,30-50 km
2015-585106,2015-06-25,1,Vente,83000.0,21.0,,AV DE CHAMPAGNE,0320,51200.0,51230,Épernay,51,,,51230000AI0096,,,14,47.98,64,,,,,,,,2,2.0,Appartement,48.0,2.0,,,,,,3.963931,49.043332,1729.1666666666667,46.424878050884956,30-50 km
2015-585107,2015-06-19,1,Vente,110000.0,51.0,,RUE DES GOUTTES D OR,1040,51200.0,51230,Épernay,51,,,51230000BM0718,,,,,,,,,,,,,0,1.0,Maison,86.0,4.0,S,sols,,,201.0,3.945433,49.040645,1279.0697674418604,45.77490878348593,30-50 km
2015-585108,2015-06-18,1,Vente,462200.0,74.0,,RUE DES JANCELINS,1200,51200.0,51230,Épernay,51,,,51230000BH0353,,,,,,,,,,,,,0,1.0,Maison,179.0,6.0,S,sols,,,290.0,3.955924,49.038281,2582.122905027933,45.72328892098784,30-50 km
2015-585112,2015-07-03,1,Vente,23000.0,8.0,,RUE CHAMP RETON,0340,51200.0,51230,Épernay,51,,,51230000BL0710,,,4,,,,,,,,,,1,2.0,Appartement,27.0,1.0,,,,,,3.950289,49.046459,851.8518518518518,46.490941768074464,30-50 km
2015-585117,2015-06-19,1,Vente,90000.0,10.0,,RUE DE LA RUCHE,2080,51200.0,51230,Épernay,51,,,51230000BL0387,,,,,,,,,,,,,0,1.0,Maison,85.0,6.0,S,sols,,,146.0,3.943995,49.045766,1058.8235294117646,46.29950724958637,30-50 km
2015-585120,2015-06-29,1,Vente,270500.0,1.0,,LA BRIQUETERIE,B009,51210.0,51570,Le Thoult-Trosnay,51,,,515700000C0136,,,,,,,,,,,,,0,1.0,Maison,120.0,5.0,S,sols,,,4755.0,3.69834,48.856523,2254.1666666666665,24.68159294433925,20-30 km
2015-585120,2015-06-29,1,Vente,270500.0,1.0,,LA BRIQUETERIE,B009,51210.0,51570,Le Thoult-Trosnay,51,,,515700000C0136,,,,,,,,,,,,,0,1.0,Maison,54.0,3.0,S,sols,,,4755.0,3.69834,48.856523,5009.259259259259,24.68159294433925,20-30 km
2015-585122,2015-06-24,1,Vente,120000.0,18.0,,RUE JEAN MOULIN,1242,51200.0,51230,Épernay,51,,,512300000I1313,,,3,,,,,,,,,,1,2.0,Appartement,72.0,3.0,,,,,,3.965941,49.046685,1666.6666666666667,46.82403094379244,30-50 km
2015-585123,2015-06-11,1,Vente,85000.0,3.0,,RUE DU VIEUX MOULIN,1110,51210.0,51380,Montmirail,51,,,51380000AS0153,,,,,,,,,,,,,0,1.0,Maison,65.0,4.0,S,sols,,,382.0,3.555081,48.859822,1307.6923076923076,29.5876143960857,20-30 km
2015-585130,2015-06-24,1,Vente,120000.0,16.0,,RUE DE LA SOURCE,0985,51210.0,51380,Montmirail,51,,,51380000ZN0047,,,,,,,,,,,,,0,1.0,Maison,79.0,3.0,S,sols,,,1013.0,3.558211,48.868392,1518.987341772152,30.241500761158598,30-50 km
2015-585132,2015-06-25,1,Vente,133000.0,1.0,,IMP DES SAULES,0072,51270.0,51238,Étoges,51,,,51238000ZD0145,,,,,,,,,,,,,0,1.0,Maison,98.0,4.0,S,sols,,,650.0,3.854605,48.885847,1357.142857142857,27.51186884849302,20-30 km
2015-585133,2015-07-02,1,Vente,117500.0,31.0,,RUE HAUTS DE SAINT LOUP,0040,51270.0,51641,Villevenard,51,,,51641000AD0024,,,,,,,,,,,,,0,1.0,Maison,102.0,4.0,J,jardins,,,612.0,3.795103,48.830561,1151.9607843137255,20.921794613390688,20-30 km
2015-585135,2015-06-30,1,Vente,20000.0,5001.0,,PRES DE L ETANG SAINT BRIS,B042,51120.0,51542,Soizy-aux-Bois,51,,,515420000A0266,,,,,,,,,,,,,0,1.0,Maison,50.0,1.0,S,sols,,,1350.0,3.723555,48.823223,400.0,20.635799336147286,20-30 km
2015-585149,2015-07-01,1,Vente,85000.0,,,LE PETIT MORANGIS,B030,51530.0,51384,Morangis,51,,,51384000AA0129,,,5,,,,,,,,,,1,2.0,Appartement,113.0,3.0,,,,,,3.910571,48.971935,752.212389380531,37.739751346282155,30-50 km
2015-585153,2015-06-29,1,Vente,40000.0,4.0,,RUE DU ROUSSAT,0950,51210.0,51380,Montmirail,51,,,51380000AS0005,,,,,,,,,,,,,0,1.0,Maison,100.0,4.0,S,sols,,,52.0,3.55107,48.86501,400.0,30.22865173933862,30-50 km
2015-585154,2015-07-09,1,Vente,143000.0,5020.0,,LA CARBONNIOTTERIE,B015,51270.0,51639,La Ville-sous-Orbais,51,,,51639000AC0038,,,,,,,,,,,,,0,1.0,Maison,38.0,2.0,S,sols,,,1130.0,3.678089,48.966045,3763.157894736842,36.862482723377056,30-50 km
2015-585154,2015-07-09,1,Vente,143000.0,5020.0,,LA CARBONNIOTTERIE,B015,51270.0,51639,La Ville-sous-Orbais,51,,,51639000AC0038,,,,,,,,,,,,,0,1.0,Maison,44.0,2.0,S,sols,,,1130.0,3.678089,48.966045,3250.0,36.862482723377056,30-50 km
2015-585156,2015-06-29,1,Vente,285000.0,17.0,,RUE DE LA REPUBLIQUE,0190,51530.0,51390,Moussy,51,,,513900000B0393,,,,,,,,,,,,,0,1.0,Maison,176.0,5.0,S,sols,,,501.0,3.922359,49.013606,1619.3181818181818,42.44620308954831,30-50 km
2015-585157,2015-06-30,1,Vente,100000.0,19.0,,AV PETRUS BOREL,0150,51270.0,51033,Le Baizil,51,,,510330000B0478,,,,,,,,,,,,,0,1.0,Maison,164.0,9.0,P,prés,,,1287.0,3.791328,48.967154,609.7560975609756,36.10519329914023,30-50 km
2015-585157,2015-06-30,1,Vente,100000.0,19.0,,AV PETRUS BOREL,0150,51270.0,51033,Le Baizil,51,,,510330000B0478,,,,,,,,,,,,,0,1.0,Maison,164.0,9.0,S,sols,,,432.0,3.791328,48.967154,609.7560975609756,36.10519329914023,30-50 km
2015-585158,2015-07-01,1,Vente,127000.0,18.0,,ALL PAUL DUKAS,1755,51200.0,51230,Épernay,51,,,51230000AL0253,,,,,,,,,,,,,0,1.0,Maison,117.0,6.0,S,sols,,,142.0,3.976708,49.038181,1085.4700854700855,46.14931087175013,30-50 km
2015-585160,2015-07-03,1,Vente,124500.0,2.0,,RUE JEAN SEBASTIEN BACH,1255,51200.0,51230,Épernay,51,,,51230000AK0539,,,1,,44,,,,,,,,2,2.0,Appartement,93.0,6.0,,,,,,3.968353,49.035641,1338.7096774193549,45.69793824303845,30-50 km
2015-585161,2015-06-30,1,Vente,133000.0,24.0,,RUE DU MOULIN A VENT,1640,51200.0,51230,Épernay,51,,,51230000BH0268,,,,,,,,,,,,,0,1.0,Maison,72.0,5.0,S,sols,,,123.0,3.9595,49.037431,1847.2222222222222,45.70427345591638,30-50 km
2015-585163,2015-06-25,1,Vente,175000.0,8.0,,RUE DES BERCEAUX,0180,51200.0,51230,Épernay,51,,,51230000BI0571,,,,,,,,,,,,,0,1.0,Maison,136.0,6.0,S,sols,,,93.0,3.955359,49.043148,1286.764705882353,46.233297472531696,30-50 km
2015-585169,2015-07-02,1,Vente,90000.0,3.0,,RUE JEAN JAURES,0170,51530.0,51344,Mardeuil,51,,,51344000AM0074,,,,,,,,,,,,,0,1.0,Maison,69.0,3.0,S,sols,,,85.0,3.929732,49.0544,1304.3478260869565,46.98583943290606,30-50 km
2015-585170,2015-07-03,1,Vente,105500.0,1.0,B,RUE DU DOCTEUR ROUSSEAU,0690,51200.0,51230,Épernay,51,,,51230000BI1453,,,10,47.07,,,,,,,,,1,2.0,Appartement,47.0,2.0,,,,,,3.956389,49.045337,2244.68085106383,46.4880135499305,30-50 km
2015-585171,2015-07-03,1,Vente,200000.0,5.0,,RUE DE GRANDPIERRE,1050,51200.0,51230,Épernay,51,,,51230000BO0450,,,,,,,,,,,,,0,1.0,Maison,110.0,6.0,S,sols,,,122.0,3.950465,49.038317,1818.1818181818182,45.620238984782254,30-50 km
2015-585172,2015-06-29,1,Vente,95000.0,39.0,,RUE JEAN JAURES,0101,51530.0,51431,Pierry,51,,,514310000B0289,,,,,,,,,,,,,0,1.0,Maison,46.0,3.0,S,sols,,,437.0,3.94198,49.019499,2065.217391304348,43.43795638426768,30-50 km
2015-585173,2015-06-30,1,Vente,120000.0,22.0,,RUE DE BELLE NOUE,0170,51200.0,51230,Épernay,51,,,51230000AK0211,,,,,,,,,,,,,0,1.0,Maison,76.0,3.0,S,sols,,,289.0,3.966045,49.036567,1578.9473684210527,45.74752984786849,30-50 km
2015-585174,2015-07-03,1,Vente,175000.0,43.0,,RUE NEUVE,0330,51530.0,51196,Cramant,51,,,51196000AD0147,,,,,,,,,,,,,0,1.0,Maison,125.0,6.0,S,sols,,,254.0,3.990602,48.988688,1400.0,41.29523721524203,30-50 km
2015-585180,2015-07-04,1,Vente,155000.0,8.0,,RUE DU BOITELET,0020,51120.0,51129,Charleville,51,,,51129000AH0114,,,,,,,,,,,,,0,1.0,Maison,116.0,4.0,P,prés,,,1370.0,3.640613,48.789101,1336.2068965517242,19.54860048788295,10-20 km
2015-585180,2015-07-04,1,Vente,155000.0,8.0,,RUE DU BOITELET,0020,51120.0,51129,Charleville,51,,,51129000AH0114,,,,,,,,,,,,,0,1.0,Maison,116.0,4.0,S,sols,,,122.0,3.640613,48.789101,1336.2068965517242,19.54860048788295,10-20 km
2015-585181,2015-07-04,1,Vente,105000.0,21.0,,RUE DU HUIT MAI,0537,51210.0,51380,Montmirail,51,,,51380000AX0062,,,,,,,,,,,,,0,1.0,Maison,75.0,5.0,S,sols,,,533.0,3.540258,48.875677,1400.0,31.655254625601902,30-50 km
2015-585184,2015-06-30,1,Vente,130000.0,5.0,,RUE DE LA PLACE,0310,51190.0,51367,Le Mesnil-sur-Oger,51,,,51367000AD0059,,,,,,,,,,,,,0,1.0,Maison,118.0,6.0,S,sols,,,220.0,4.020723,48.946535,1101.6949152542372,37.915095027853965,30-50 km
2015-585185,2015-06-26,1,Vente,110000.0,18.0,,GR GRANDE RUE,0140,51190.0,51367,Le Mesnil-sur-Oger,51,,,51367000AD0180,,,,,,,,,,,,,0,1.0,Maison,128.0,5.0,S,sols,,,204.0,4.023201,48.946762,859.375,38.020276092569254,30-50 km
2015-585186,2015-06-30,1,Vente,290000.0,19.0,,RUE DE LA CROLIERE,0005,51130.0,51612,Blancs-Coteaux,51,51271.0,Gionges,516122710C0194,512710000C0194,,,,,,,,,,,,0,1.0,Maison,100.0,4.0,S,sols,,,795.0,3.981928,48.935083,2900.0,35.544593499261644,30-50 km
2015-585192,2015-07-01,1,Vente,140000.0,7.0,,RUE DU MOULIN SAINT MARTIN,0740,51210.0,51380,Montmirail,51,,,51380000BE0145,,,,,,,,,,,,,0,1.0,Maison,160.0,4.0,S,sols,,,683.0,3.528729,48.867759,875.0,31.443913268375134,30-50 km
2015-585192,2015-07-01,1,Vente,140000.0,7.0,,RUE DU MOULIN SAINT MARTIN,0740,51210.0,51380,Montmirail,51,,,51380000BE0145,,,,,,,,,,,,,0,1.0,Maison,160.0,4.0,T,terres,,,621.0,3.528729,48.867759,875.0,31.443913268375134,30-50 km
2015-585199,2015-07-07,1,Vente,160000.0,37.0,,GR GRANDE RUE,0115,51530.0,51200,Cuis,51,,,512000000A0628,,,,,,,,,,,,,0,1.0,Maison,90.0,3.0,S,sols,,,819.0,3.966844,48.996122,1777.7777777777778,41.479230606907066,30-50 km
2015-585200,2015-07-07,1,Vente,110000.0,5001.0,,RUE MORET,0140,51210.0,51263,Fromentières,51,,,51263000AB0041,,,,,,,,,,,,,0,1.0,Maison,86.0,4.0,S,sols,,,662.0,3.701692,48.891274,1279.0697674418604,28.370543972111285,20-30 km
2015-585203,2015-06-30,1,Vente,200000.0,5003.0,,LA FERME DU LOHAN,B021,51270.0,51345,Mareuil-en-Brie,51,,,513450000A0415,,,,,,,,,,,,,0,1.0,Maison,76.0,5.0,S,sols,,,409.0,3.755127,48.979789,2631.5789473684213,37.58294390526308,30-50 km
2015-585204,2015-06-30,1,Vente,,5001.0,,LA FERME DU LOHAN,B021,51270.0,51345,Mareuil-en-Brie,51,,,513450000A0519,,,,,,,,,,,,,0,1.0,Maison,80.0,5.0,S,sols,,,5770.0,3.754208,48.980734,,37.692108310739115,30-50 km
2015-585209,2015-07-06,1,Vente,139000.0,6.0,,AV PAUL CHANDON,1750,51200.0,51230,Épernay,51,,,51230000BO0250,,,2,,9,,,,,,,,2,2.0,Appartement,92.0,4.0,,,,,,3.952966,49.040327,1510.8695652173913,45.88423671566959,30-50 km
2015-585210,2015-07-08,1,Vente,175000.0,32.0,,RUE DE BREBAN,0250,51200.0,51230,Épernay,51,,,51230000BK0229,,,3,63.66,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,3.952441,49.047947,7608.695652173913,46.69159657302823,30-50 km
2015-585210,2015-07-08,1,Vente,175000.0,32.0,,RUE DE BREBAN,0250,51200.0,51230,Épernay,51,,,51230000BK0229,,,3,63.66,,,,,,,,,1,2.0,Appartement,42.0,2.0,,,,,,3.952441,49.047947,4166.666666666667,46.69159657302823,30-50 km
2015-585210,2015-07-08,1,Vente,175000.0,32.0,,RUE DE BREBAN,0250,51200.0,51230,Épernay,51,,,51230000BK0229,,,1,40.11,,,,,,,,,1,2.0,Appartement,40.0,2.0,,,,,,3.952441,49.047947,4375.0,46.69159657302823,30-50 km
2015-585215,2015-07-15,1,Vente,135000.0,50.0,,RUE HAIE LELEU,1060,51200.0,51230,Épernay,51,,,51230000BN0107,,,,,,,,,,,,,0,1.0,Maison,82.0,5.0,S,sols,,,112.0,3.946512,49.038416,1646.341463414634,45.555510142893894,30-50 km
2015-585216,2015-07-15,1,Vente,131700.0,98.0,,RUE DU MOUTIER,0300,51530.0,51196,Cramant,51,,,51196000AE0085,,,,,,,,,,,,,0,1.0,Maison,94.0,4.0,S,sols,,,209.0,3.992829,48.98722,1401.063829787234,41.20282504684483,30-50 km
2015-585217,2015-07-17,1,Vente,183000.0,29.0,,RUE PORTE LUCAS,1910,51200.0,51230,Épernay,51,,,51230000BI0280,,,,,,,,,,,,,0,1.0,Maison,100.0,6.0,S,sols,,,108.0,3.953345,49.044888,1830.0,46.380664096684555,30-50 km
2015-585218,2015-07-16,1,Vente,155000.0,5.0,,RUE DE LA SOLIDARITE,2210,51200.0,51230,Épernay,51,,,51230000BK0008,,,,,,,,,,,,,0,1.0,Maison,89.0,4.0,S,sols,,,271.0,3.947405,49.049536,1741.573033707865,46.767919875421065,30-50 km
2015-585219,2015-07-15,1,Vente,167000.0,21.0,,RUE DE LA CROIX DES BOUCHERS,0615,51200.0,51230,Épernay,51,,,51230000AO0225,,,,,,,,,,,,,0,1.0,Maison,101.0,5.0,S,sols,,,522.0,3.983517,49.036045,1653.4653465346535,46.07682990655092,30-50 km
2015-585222,2015-07-21,1,Vente,15000.0,11.0,,RUE DE LINGLA,0075,51270.0,51157,Coizard-Joches,51,,,51157000AB0127,,,,,,,,,,,,,0,1.0,Maison,51.0,2.0,S,sols,,,340.0,3.864984,48.825723,294.11764705882354,21.16385855188857,20-30 km
2015-585223,2015-07-23,1,Vente,234500.0,27.0,B,RUE SAINTE COLOMBE,0225,51270.0,51381,Montmort-Lucy,51,,,513813320A0548,,,,,,,,,,,,,0,1.0,Maison,164.0,7.0,S,sols,,,947.0,3.803377,48.938006,1429.878048780488,32.8838969921702,30-50 km
2015-585234,2015-07-06,1,Vente,95000.0,19.0,,PL DE L EGLISE ST HIPPOLYTE,0280,51700.0,51217,Dormans,51,,,51217000AD0111,,,,,,,,,,,,,0,1.0,Maison,91.0,5.0,S,sols,,,200.0,3.639244,49.076591,1043.956043956044,49.4801203948389,30-50 km
2015-585235,2015-07-16,1,Vente,140000.0,253.0,,RUE DES GRIS,0370,51190.0,51029,Avize,51,,,510290000D0056,,,,,,,,,,,,,0,1.0,Maison,129.0,5.0,S,sols,,,227.0,4.010904,48.968699,1085.2713178294573,39.824012353801926,30-50 km
2015-585236,2015-07-11,1,Vente,32500.0,945.0,,RUE DU FBG ST AIGNAN,0170,51230.0,51248,Fère-Champenoise,51,,,51248000AE0081,,,,,,,,,,,,,0,1.0,Maison,55.0,3.0,S,sols,,,297.0,3.979402,48.745437,590.9090909090909,18.20054834479476,10-20 km
2015-585239,2015-07-16,1,Vente,31000.0,28.0,,RUE DE LA NATIVITE,0150,51320.0,51594,Vassimont-et-Chapelaine,51,,,51594000ZM0041,,,,,,,,,,,,,0,1.0,Maison,98.0,4.0,S,sols,,,216.0,4.139649,48.764086,316.3265306122449,29.254436583521557,20-30 km
2015-585239,2015-07-16,1,Vente,31000.0,28.0,,RUE DE LA NATIVITE,0150,51320.0,51594,Vassimont-et-Chapelaine,51,,,51594000ZM0041,,,,,,,,,,,,,0,1.0,Maison,98.0,4.0,J,jardins,,,386.0,4.139649,48.764086,316.3265306122449,29.254436583521557,20-30 km
2015-585239,2015-07-16,1,Vente,31000.0,28.0,,RUE DE LA NATIVITE,0150,51320.0,51594,Vassimont-et-Chapelaine,51,,,51594000ZM0041,,,,,,,,,,,,,0,1.0,Maison,98.0,4.0,P,prés,,,338.0,4.139649,48.764086,316.3265306122449,29.254436583521557,20-30 km
2015-585241,2015-06-27,1,Vente,83000.0,131.0,,RUE JEAN MONNET,0285,51230.0,51248,Fère-Champenoise,51,,,51248000AB0575,,,,,,,,,,,,,0,1.0,Maison,74.0,3.0,S,sols,,,483.0,3.98854,48.759766,1121.6216216216217,19.741051942301496,10-20 km
2015-585244,2015-07-10,1,Vente,75285.0,15.0,B,RUE DE CHEVREUSE,0050,51120.0,51036,Barbonne-Fayel,51,,,51036000AD0109,,,,,,,,,,,,,0,1.0,Maison,48.0,3.0,S,sols,,,452.0,3.696402,48.65543,1568.4375,6.843223578915847,5-10 km
2015-585247,2015-07-21,1,Vente,167500.0,350.0,,ALL DE LA SOURCES,0190,51210.0,51070,Boissy-le-Repos,51,,,51070000ZH0039,,,,,,,,,,,,,0,1.0,Maison,134.0,5.0,S,sols,,,689.0,3.645178,48.867693,1250.0,27.133110417987265,20-30 km
2015-585247,2015-07-21,1,Vente,167500.0,350.0,,ALL DE LA SOURCES,0190,51210.0,51070,Boissy-le-Repos,51,,,51070000ZH0039,,,,,,,,,,,,,0,1.0,Maison,134.0,5.0,J,jardins,,,536.0,3.645178,48.867693,1250.0,27.133110417987265,20-30 km
2015-585249,2015-07-03,1,Vente,118000.0,35.0,,AV DE CHAMPAGNE,0320,51200.0,51230,Épernay,51,,,51230000AI0162,,,414,,442,,,,,,,,2,2.0,Appartement,61.0,2.0,,,,,,3.966415,49.04222,1934.4262295081967,46.357600165393485,30-50 km
2015-585256,2015-07-21,2,Vente,120000.0,22.0,,RUE DE REIMS,2000,51200.0,51230,Épernay,51,,,51230000AI0116,,,,,,,,,,,,,0,2.0,Appartement,70.0,3.0,S,sols,,,165.0,3.961664,49.045127,1714.2857142857142,46.570488995960204,30-50 km
2015-585256,2015-07-21,2,Vente,120000.0,22.0,,RUE DE REIMS,2000,51200.0,51230,Épernay,51,,,51230000AI0116,,,,,,,,,,,,,0,2.0,Appartement,70.0,3.0,S,sols,,,165.0,3.961664,49.045127,1714.2857142857142,46.570488995960204,30-50 km
