id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,price_per_m2,distance_km,distance_bucket
2021-818385,2021-01-27,1,Vente,157500.0,7.0,,RUE DE L'ETANG DU BRICOT,0015,51310.0,51407,La Noue,51,,,514070000B0785,,,,,,,,,,,,,0,1.0,Maison,85.0,4.0,J,jardins,,,589.0,3.612461,48.733371,1852.9411764705883,16.35994002867217,10-20 km
2021-818390,2021-01-28,1,Vente,105000.0,515.0,,RUE DU VILLAGE,0290,51120.0,51369,Mœurs-Verdey,51,,,513690000B0494,,,,,,,,,,,,,0,1.0,Maison,126.0,3.0,S,sols,,,540.0,3.677383,48.725568,833.3333333333334,12.277016107240861,10-20 km
2021-818394,2021-01-29,1,Vente,323550.0,1.0,,LES POITRINES,B117,51120.0,51535,Sézanne,51,,,515350000T0167,,,,,,,,,,,,,0,1.0,Maison,155.0,5.0,S,sols,,,1394.0,3.708285,48.721351,2087.4193548387098,10.519617479508033,10-20 km
2021-818394,2021-01-29,1,Vente,323550.0,1.0,,LES POITRINES,B117,51120.0,51535,Sézanne,51,,,515350000T0167,,,,,,,,,,,,,0,1.0,Maison,155.0,5.0,J,jardins,POTAG,Jardin potager,1037.0,3.708285,48.721351,2087.4193548387098,10.519617479508033,10-20 km
2021-818407,2021-02-12,1,Vente,93000.0,3.0,,RTE DE BETHON,0020,51260.0,51162,Conflans-sur-Seine,51,,,51162000AB0037,,,,,,,,,,,,,0,1.0,Maison,80.0,5.0,S,sols,,,572.0,3.678051,48.553696,1162.5,12.740591872213022,10-20 km
2021-818418,2021-01-29,1,Vente,85000.0,9002.0,,RUE DU QUAI EMBARQUEMENT,0615,51120.0,51535,Sézanne,51,,,515350000H4169,,,6,,,,,,,,,,1,2.0,Appartement,71.0,3.0,,,,,,3.729848,48.716445,1197.1830985915492,9.24451966890672,5-10 km
2021-818421,2021-01-26,1,Vente,205000.0,4.0,,CHEM DU PETIT BOIS,0115,51120.0,51542,Soizy-aux-Bois,51,,,51542000AA0095,,,,,,,,,,,,,0,1.0,Maison,118.0,4.0,S,sols,,,256.0,3.730974,48.808821,1737.2881355932204,18.9530272178471,10-20 km
2021-818426,2021-01-19,1,Vente,130000.0,22.0,,GR GRANDE RUE,0035,51240.0,51106,Cernon,51,,,511060000D0071,,,,,,,,,,,,,0,1.0,Maison,166.0,6.0,S,sols,,,827.0,4.34389,48.842442,783.1325301204819,46.59142145489663,30-50 km
2021-818427,2021-01-23,1,Vente,144500.0,7.0,,RUE DE LA FORESTIERE,0095,51120.0,51526,Saudoy,51,,,51526000AE0282,,,,,,,,,,,,,0,1.0,Maison,105.0,4.0,S,sols,,,92.0,3.716178,48.680983,1376.1904761904761,6.759421454149152,5-10 km
2021-818429,2021-01-21,1,Vente,50000.0,57.0,,RUE DES CRAYERES,0120,51230.0,51248,Fère-Champenoise,51,,,51248000AC0218,,,,,,,,,,,,,0,1.0,Maison,90.0,4.0,S,sols,,,398.0,3.994103,48.754671,555.5555555555555,19.68707743218885,10-20 km
2021-818431,2021-01-30,1,Vente,125000.0,8.0,,RUE DES LOUVIERES,0160,51120.0,51626,La Villeneuve-lès-Charleville,51,,,51626000AB0087,,,,,,,,,,,,,0,1.0,Maison,75.0,3.0,S,sols,,,93.0,3.697978,48.806401,1666.6666666666667,19.3730222637526,10-20 km
2021-818431,2021-01-30,1,Vente,125000.0,8.0,,RUE DES LOUVIERES,0160,51120.0,51626,La Villeneuve-lès-Charleville,51,,,51626000AB0087,,,,,,,,,,,,,0,1.0,Maison,75.0,3.0,J,jardins,,,500.0,3.697978,48.806401,1666.6666666666667,19.3730222637526,10-20 km
2021-818431,2021-01-30,1,Vente,125000.0,8.0,B,RUE DES LOUVIERES,0160,51120.0,51626,La Villeneuve-lès-Charleville,51,,,51626000AB0088,,,,,,,,,,,,,0,1.0,Maison,44.0,1.0,S,sols,,,398.0,3.697915,48.806562,2840.909090909091,19.391434388342468,10-20 km
2021-818432,2021-01-28,1,Vente,100000.0,4.0,,RUE DES CAVES,0060,51120.0,51265,Gaye,51,,,512650000A1501,,,,,,,,,,,,,0,1.0,Maison,76.0,4.0,S,sols,,,400.0,3.802447,48.68404,1315.7894736842106,4.754422941134286,2-5 km
2021-818433,2021-01-21,1,Vente,60000.0,17.0,,RUE DU TUILET,0066,51130.0,51158,Val-des-Marais,51,,,511583830C0072,,,,,,,,,,,,,0,1.0,Maison,108.0,5.0,S,sols,,,761.0,3.984239,48.8154,555.5555555555555,24.079723365852544,20-30 km
2021-818436,2021-01-30,1,Vente,160000.0,15.0,,CHE DES BUTTES,0020,51120.0,51265,Gaye,51,,,512650000A2065,,,,,,,,,,,,,0,1.0,Maison,73.0,4.0,S,sols,,,1110.0,3.799009,48.682616,2191.780821917808,4.545516024604686,2-5 km
2021-818450,2021-02-09,1,Vente,125000.0,5.0,,RUE DU PONT,0017,51510.0,51509,Saint-Pierre,51,,,515090000B0572,,,,,,,,,,,,,0,1.0,Maison,100.0,4.0,S,sols,,,1834.0,4.244152,48.94526,1250.0,47.54779945614805,30-50 km
2021-818472,2021-02-08,1,Vente,145000.0,21.0,,AV DE CHAMPAGNE,0320,51200.0,51230,Épernay,51,,,51230000AI0096,,,21,,54,,,,,,,,2,2.0,Appartement,72.0,3.0,,,,,,3.963931,49.043332,2013.888888888889,46.424878050884956,30-50 km
2021-818485,2021-02-19,1,Vente,159050.0,23.0,,RUE MARCEL PAUL,1462,51200.0,51230,Épernay,51,,,51230000AH0014,,,,,,,,,,,,,0,1.0,Maison,72.0,3.0,S,sols,,,261.0,3.960668,49.049887,2209.027777777778,47.05967458809812,30-50 km
2021-818488,2021-02-18,1,Vente,145000.0,34.0,,RUE DES HUGUENOTS,1130,51200.0,51230,Épernay,51,,,51230000BH0351,,,62,,72,68.2,,,,,,,2,2.0,Appartement,69.0,3.0,,,,,,3.955909,49.038036,2101.449275362319,45.69677137193691,30-50 km
2021-818492,2021-02-03,1,Vente,182400.0,7.0,,RUE DES COUDONS,0115,51190.0,51281,Grauves,51,,,51281000AK0813,,,,,,,,,,,,,0,1.0,Maison,84.0,4.0,S,sols,,,470.0,3.965427,48.9694,2171.4285714285716,38.63916150627603,30-50 km
2021-818498,2021-02-15,1,Vente,250000.0,17.0,,RUE D OGER,0560,51190.0,51029,Avize,51,,,510290000D0694,,,,,,,,,,,,,0,2.0,Appartement,35.0,1.0,S,sols,,,259.0,4.007902,48.968865,7142.857142857143,39.750374642129344,30-50 km
2021-818498,2021-02-15,1,Vente,250000.0,17.0,,RUE D OGER,0560,51190.0,51029,Avize,51,,,510290000D0694,,,,,,,,,,,,,0,2.0,Appartement,15.0,1.0,S,sols,,,259.0,4.007902,48.968865,16666.666666666668,39.750374642129344,30-50 km
2021-818498,2021-02-15,1,Vente,250000.0,17.0,,RUE D OGER,0560,51190.0,51029,Avize,51,,,510290000D0694,,,,,,,,,,,,,0,2.0,Appartement,35.0,1.0,S,sols,,,259.0,4.007902,48.968865,7142.857142857143,39.750374642129344,30-50 km
2021-818498,2021-02-15,1,Vente,250000.0,17.0,,RUE D OGER,0560,51190.0,51029,Avize,51,,,510290000D0694,,,,,,,,,,,,,0,2.0,Appartement,18.0,1.0,S,sols,,,259.0,4.007902,48.968865,13888.888888888889,39.750374642129344,30-50 km
2021-818498,2021-02-15,1,Vente,250000.0,17.0,,RUE D OGER,0560,51190.0,51029,Avize,51,,,510290000D0694,,,,,,,,,,,,,0,2.0,Appartement,20.0,1.0,S,sols,,,259.0,4.007902,48.968865,12500.0,39.750374642129344,30-50 km
2021-818498,2021-02-15,1,Vente,250000.0,17.0,,RUE D OGER,0560,51190.0,51029,Avize,51,,,510290000D0694,,,,,,,,,,,,,0,2.0,Appartement,19.0,1.0,S,sols,,,259.0,4.007902,48.968865,13157.894736842105,39.750374642129344,30-50 km
2021-818498,2021-02-15,1,Vente,250000.0,17.0,,RUE D OGER,0560,51190.0,51029,Avize,51,,,510290000D0694,,,,,,,,,,,,,0,2.0,Appartement,17.0,1.0,S,sols,,,259.0,4.007902,48.968865,14705.882352941177,39.750374642129344,30-50 km
2021-818536,2021-02-19,1,Vente,113000.0,5.0,,PL DU 13EME REGIMENT DE GENIE,1995,51200.0,51230,Épernay,51,,,51230000BD0222,,,15,71.74,,,,,,,,,1,2.0,Appartement,72.0,3.0,,,,,,3.956379,49.02784,1569.4444444444443,44.61630525219695,30-50 km
2021-818540,2021-01-29,1,Vente,195000.0,21.0,,RTE DE TINCOURT,0120,51530.0,51643,Vinay,51,,,516430000A0725,,,,,,,,,,,,,0,1.0,Maison,113.0,6.0,S,sols,,,290.0,3.895263,49.012212,1725.6637168141592,41.87340504426151,30-50 km
2021-818542,2021-02-23,1,Vente,213500.0,10.0,,RUE DES PRIMEVERES,0635,51190.0,51029,Avize,51,,,510290000D1790,,,,,,,,,,,,,0,1.0,Maison,87.0,4.0,S,sols,,,642.0,4.038391,48.975335,2454.022988505747,41.357300351754695,30-50 km
2021-818549,2021-02-08,1,Vente,72000.0,18.0,,RUE ROGER THOMAS,0103,51530.0,51643,Vinay,51,,,516430000A0996,,,,,,,,,,,,,0,1.0,Maison,62.0,3.0,S,sols,,,83.0,3.898364,49.01,1161.2903225806451,41.67591993758149,30-50 km
2021-818568,2021-02-17,1,Vente,30000.0,49.0,,RUE DE LA LIBERATION,0140,51270.0,51381,Montmort-Lucy,51,,,51381000ZC0051,,,103,,175,26.91,,,,,,,2,2.0,Appartement,27.0,1.0,,,,,,3.803882,48.922036,1111.111111111111,31.110573790809422,30-50 km
2021-818570,2021-02-08,1,Vente,190000.0,2.0,,CHAMP GILLARD,B016,51210.0,51579,Tréfols,51,,,51579000ZD0015,,,,,,,,,,,,,0,1.0,Maison,175.0,7.0,S,sols,,,1492.0,3.516439,48.808976,1085.7142857142858,27.195046062653326,20-30 km
2021-818580,2021-02-16,1,Vente,214000.0,15.0,,RUE DU GENERAL DE GAULLE,0050,51270.0,51042,Baye,51,,,51042000AB0094,,,,,,,,,,,,,0,1.0,Maison,300.0,11.0,J,jardins,,,2532.0,3.762636,48.855685,713.3333333333334,23.77638783348461,20-30 km
2021-818580,2021-02-16,1,Vente,214000.0,15.0,,RUE DU GENERAL DE GAULLE,0050,51270.0,51042,Baye,51,,,51042000AB0094,,,,,,,,,,,,,0,1.0,Maison,300.0,11.0,S,sols,,,1000.0,3.762636,48.855685,713.3333333333334,23.77638783348461,20-30 km
2021-818582,2021-02-03,1,Vente,155000.0,24.0,,RUE DU CHATEAUNEUF,0134,51210.0,51380,Montmirail,51,,,51380000AV0083,,,,,,,,,,,,,0,1.0,Maison,106.0,4.0,S,sols,,,280.0,3.528027,48.887228,1462.2641509433963,33.222044627817034,30-50 km
2021-818582,2021-02-03,1,Vente,155000.0,24.0,,RUE DU CHATEAUNEUF,0134,51210.0,51380,Montmirail,51,,,51380000AV0083,,,,,,,,,,,,,0,1.0,Maison,106.0,4.0,P,prés,,,2534.0,3.528027,48.887228,1462.2641509433963,33.222044627817034,30-50 km
2021-818582,2021-02-03,1,Vente,155000.0,24.0,,RUE DU CHATEAUNEUF,0134,51210.0,51380,Montmirail,51,,,51380000AV0083,,,,,,,,,,,,,0,1.0,Maison,106.0,4.0,L,landes,,,717.0,3.528027,48.887228,1462.2641509433963,33.222044627817034,30-50 km
2021-818587,2021-01-25,1,Vente,58000.0,2.0,,RUE DES CLOSETS,0480,51200.0,51230,Épernay,51,,,51230000BO0091,,,4,,,,,,,,,,1,2.0,Appartement,56.0,3.0,,,,,,3.948567,49.036967,1035.7142857142858,45.4389190538886,30-50 km
2021-818588,2021-02-17,1,Vente,120000.0,4.0,,RUE DES PRES PRENET,0100,51130.0,51327,Loisy-en-Brie,51,,,513270000D0036,,,,,,,,,,,,,0,1.0,Maison,187.0,8.0,S,sols,,,950.0,3.900225,48.882653,641.7112299465241,27.96955686433592,20-30 km
2021-818592,2021-02-11,1,Vente,36000.0,77.0,,RUE LEON BOURGEOIS,0146,51530.0,51431,Pierry,51,,,514310000B0154,,,,,,,,,,,,,0,1.0,Maison,91.0,4.0,S,sols,,,566.0,3.932615,49.015228,395.6043956043956,42.8031593515177,30-50 km
2021-818594,2021-02-12,1,Vente,207000.0,24.0,,RUE DES PLANCHOTTES,0042,51150.0,51018,Athis,51,,,51018000AB0311,,,,,,,,,,,,,0,1.0,Maison,95.0,4.0,S,sols,,,550.0,4.134633,49.018078,2178.9473684210525,48.940494633956156,30-50 km
2021-818599,2021-02-15,1,Vente,139500.0,15.0,B,RUE DE LA VERRERIE,0420,51530.0,51663,Magenta,51,,,51663000AO0808,,,,,,,,,,,,,0,1.0,Maison,78.0,4.0,S,sols,,,97.0,3.967458,49.047816,1788.4615384615386,46.97598193611095,30-50 km
2021-818601,2021-02-18,1,Vente,175500.0,1.0,,RUE JACQUES PERNET,0200,51530.0,51663,Magenta,51,,,51663000AO0474,,,,,,,,,,,,,0,1.0,Maison,52.0,4.0,S,sols,,,305.0,3.968709,49.050868,3375.0,47.32740380438487,30-50 km
2021-818643,2021-01-26,1,Vente,248000.0,3.0,,IMP DU CALVAIRE,0030,51310.0,51402,Neuvy,51,,,51402000ZR0032,,,,,,,,,,,,,0,1.0,Maison,118.0,4.0,S,sols,,,1906.0,3.519814,48.747136,2101.6949152542375,22.86649965025969,20-30 km
2021-818647,2021-01-29,1,Vente,135000.0,7.0,,RUE DES PLANCHES,0600,51120.0,51535,Sézanne,51,,,515350000H2078,,,,,,,,,,,,,0,1.0,Maison,78.0,4.0,S,sols,,,540.0,3.713484,48.72593,1730.7692307692307,10.749261990449654,10-20 km
2021-818649,2021-01-29,1,Vente,70000.0,17.0,,RUE DE BEL AIR,0160,51200.0,51230,Épernay,51,,,51230000BE0841,,,12,51.51,30,,,,,,,,2,2.0,Appartement,50.0,2.0,,,,,,3.955079,49.034593,1400.0,45.3118293434817,30-50 km
2021-818652,2021-02-19,1,Vente,154760.0,1.0,,RLE DU MOULIN,0430,51320.0,51508,Saint-Ouen-Domprot,51,,,51508000YH0015,,,,,,,,,,,,,0,1.0,Maison,120.0,5.0,S,sols,,,800.0,4.40507,48.610418,1289.6666666666667,45.687174517008266,30-50 km
2021-818704,2021-02-24,1,Vente,152000.0,8.0,,RUE JEAN BARNIER,1218,51200.0,51230,Épernay,51,,,512300000I0496,,,,,,,,,,,,,0,1.0,Maison,66.0,4.0,S,sols,,,120.0,3.972032,49.04624,2303.030303030303,46.90389609587045,30-50 km
2021-818710,2021-02-03,1,Vente,92500.0,60.0,,RTE DE TROYES,0050,51120.0,51151,Chichey,51,,,511510000A0445,,,,,,,,,,,,,0,1.0,Maison,117.0,5.0,S,sols,,,500.0,3.755291,48.688757,790.5982905982906,5.655882998673359,5-10 km
2021-818714,2021-02-20,1,Vente,98900.0,20.0,,RUE RICHEBOUT,0046,51320.0,51212,Dommartin-Lettrée,51,,,51212000YO0035,,,,,,,,,,,,,0,1.0,Maison,132.0,6.0,S,sols,,,530.0,4.297098,48.770702,749.2424242424242,40.14561792350802,30-50 km
2021-818714,2021-02-20,1,Vente,98900.0,20.0,,RUE RICHEBOUT,0046,51320.0,51212,Dommartin-Lettrée,51,,,51212000YO0035,,,,,,,,,,,,,0,1.0,Maison,132.0,6.0,T,terres,,,1030.0,4.297098,48.770702,749.2424242424242,40.14561792350802,30-50 km
2021-818717,2021-02-03,1,Vente,60000.0,31.0,,RUE SAINT ANDRE,0340,51230.0,51243,Faux-Fresnay,51,,,512430000G0935,,,,,,,,,,,,,0,1.0,Maison,73.0,4.0,S,sols,,,657.0,3.928617,48.6511,821.917808219178,10.464590883351754,10-20 km
2021-818719,2021-02-24,1,Vente,31000.0,11.0,,RUE PLACET,1880,51200.0,51230,Épernay,51,,,51230000AH0212,,,4,,,,,,,,,,1,2.0,Appartement,25.0,1.0,,,,,,3.955584,49.046844,1240.0,46.633795237635276,30-50 km
2021-818729,2021-02-09,1,Vente,75000.0,2.0,,RUE DES BONNES,0064,51270.0,51563,Talus-Saint-Prix,51,,,51563000AA0033,,,,,,,,,,,,,0,1.0,Maison,54.0,3.0,S,sols,,,113.0,3.744505,48.832948,1388.888888888889,21.410722299862567,20-30 km
2021-818730,2021-02-25,1,Vente,85000.0,1.0,,SQ DES VIGNES BLANCHES,2341,51200.0,51230,Épernay,51,,,51230000AK0538,,,105,77.97,117,,,,,,,,2,2.0,Appartement,78.0,4.0,,,,,,3.962816,49.035642,1089.7435897435898,45.58142828235184,30-50 km
2021-818733,2021-02-05,1,Vente,44000.0,9002.0,,RUE SAINT EXUPERY,0695,51120.0,51535,Sézanne,51,,,51535000AB0049,,,43,,79,,,,,,,,2,2.0,Appartement,52.0,2.0,,,,,,3.731876,48.720984,846.1538461538462,9.632077334837287,5-10 km
2021-818736,2021-02-02,1,Vente,164000.0,11.0,,RUE DE SAINTE RADEGONDE,0280,51120.0,51360,Le Meix-Saint-Epoing,51,,,513600000C0434,,,,,,,,,,,,,0,1.0,Maison,92.0,4.0,S,sols,,,500.0,3.65074,48.69951,1782.608695652174,11.883246654428607,10-20 km
2021-818736,2021-02-02,1,Vente,164000.0,11.0,,RUE DE SAINTE RADEGONDE,0280,51120.0,51360,Le Meix-Saint-Epoing,51,,,513600000C0434,,,,,,,,,,,,,0,1.0,Maison,92.0,4.0,P,prés,,,624.0,3.65074,48.69951,1782.608695652174,11.883246654428607,10-20 km
2021-818751,2021-02-16,1,Vente,,3.0,,RUE COUR DU CHATEAU,0038,51480.0,51597,Vauciennes,51,,,51597000AA0211,,,,,,,,,,,,,0,1.0,Maison,75.0,3.0,S,sols,,,279.0,3.885258,49.04978,,45.861005426263326,30-50 km
2021-818753,2021-02-16,1,Vente,278200.0,4.0,,QUARTIER DE LA GARE,0080,51530.0,51413,Oiry,51,,,514130000A0179,,,,,,,,,,,,,0,2.0,Appartement,40.0,2.0,S,sols,,,1030.0,4.037593,49.027513,6955.0,46.59554675111099,30-50 km
2021-818753,2021-02-16,1,Vente,278200.0,4.0,,QUARTIER DE LA GARE,0080,51530.0,51413,Oiry,51,,,514130000A0179,,,,,,,,,,,,,0,2.0,Appartement,53.0,2.0,S,sols,,,1030.0,4.037593,49.027513,5249.056603773585,46.59554675111099,30-50 km
2021-818753,2021-02-16,1,Vente,278200.0,4.0,,QUARTIER DE LA GARE,0080,51530.0,51413,Oiry,51,,,514130000A0179,,,,,,,,,,,,,0,1.0,Maison,35.0,2.0,S,sols,,,1030.0,4.037593,49.027513,7948.571428571428,46.59554675111099,30-50 km
2021-818753,2021-02-16,1,Vente,278200.0,4.0,,QUARTIER DE LA GARE,0080,51530.0,51413,Oiry,51,,,514130000A0179,,,,,,,,,,,,,0,2.0,Appartement,40.0,2.0,S,sols,,,1030.0,4.037593,49.027513,6955.0,46.59554675111099,30-50 km
2021-818753,2021-02-16,1,Vente,278200.0,4.0,,QUARTIER DE LA GARE,0080,51530.0,51413,Oiry,51,,,514130000A0179,,,,,,,,,,,,,0,2.0,Appartement,40.0,2.0,S,sols,,,1030.0,4.037593,49.027513,6955.0,46.59554675111099,30-50 km
2021-818753,2021-02-16,1,Vente,278200.0,4.0,,QUARTIER DE LA GARE,0080,51530.0,51413,Oiry,51,,,514130000A0179,,,,,,,,,,,,,0,2.0,Appartement,31.0,2.0,S,sols,,,1030.0,4.037593,49.027513,8974.193548387097,46.59554675111099,30-50 km
2021-818753,2021-02-16,1,Vente,278200.0,4.0,,QUARTIER DE LA GARE,0080,51530.0,51413,Oiry,51,,,514130000A0179,,,,,,,,,,,,,0,2.0,Appartement,43.0,2.0,S,sols,,,1030.0,4.037593,49.027513,6469.767441860465,46.59554675111099,30-50 km
2021-818753,2021-02-16,1,Vente,278200.0,4.0,,QUARTIER DE LA GARE,0080,51530.0,51413,Oiry,51,,,514130000A0179,,,,,,,,,,,,,0,2.0,Appartement,31.0,2.0,S,sols,,,1030.0,4.037593,49.027513,8974.193548387097,46.59554675111099,30-50 km
2021-818756,2021-02-18,1,Vente,78000.0,2.0,,ALL DE ROUERGUE,2074,51200.0,51230,Épernay,51,,,51230000AT0703,,,118,,,,,,,,,,1,2.0,Appartement,55.0,3.0,,,,,,3.961829,49.030984,1418.1818181818182,45.06430432944955,30-50 km
2021-818762,2021-02-04,1,Vente,1662400.0,43.0,,RTE DU CHAMPAGNE,0019,51120.0,51254,Fontaine-Denis-Nuisy,51,,,51254000AE0243,,,,,,,,,,,,,0,1.0,Maison,93.0,5.0,S,sols,,,298.0,3.686136,48.625656,17875.2688172043,7.6807799756365,5-10 km
2021-818769,2021-02-05,1,Vente,85000.0,42.0,,VC GRANDE RUE,0180,51260.0,51056,Bethon,51,,,51056000AD0297,,,,,,,,,,,,,0,1.0,Maison,109.0,4.0,S,sols,,,480.0,3.613978,48.613618,779.816513761468,13.166631557936121,10-20 km
2021-818773,2021-02-02,1,Vente,224250.0,32.0,,RUE DU COMTE DE LAMBERTYE,0510,51200.0,51230,Épernay,51,,,51230000BP0092,,,,,,,,,,,,,0,1.0,Maison,65.0,3.0,S,sols,,,354.0,3.950397,49.03316,3450.0,45.065958979794914,30-50 km
2021-818780,2021-02-15,1,Vente,145000.0,15.0,,RUE HERBILLON,0125,51130.0,51612,Blancs-Coteaux,51,,,51612000BK0031,,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,S,sols,,,118.0,4.000578,48.905138,1812.5,33.15181906428485,30-50 km
2021-818790,2021-02-15,1,Vente,246000.0,26.0,,RUE DE CHAMPROT,0350,51200.0,51230,Épernay,51,,,51230000BO0703,,,,,,,,,,,,,0,1.0,Maison,94.0,4.0,S,sols,,,316.0,3.948195,49.039225,2617.021276595745,45.67425445560039,30-50 km
2021-818794,2021-02-20,1,Vente,55000.0,25.0,,RUE DU CHAMP MEUNIER,0006,51130.0,51273,Givry-lès-Loisy,51,,,51273000ZA0082,,,,,,,,,,,,,0,1.0,Maison,104.0,4.0,T,terres,,,1678.0,3.91387,48.893979,528.8461538461538,29.475702734124848,20-30 km
2021-818794,2021-02-20,1,Vente,55000.0,25.0,,RUE DU CHAMP MEUNIER,0006,51130.0,51273,Givry-lès-Loisy,51,,,51273000ZA0082,,,,,,,,,,,,,0,1.0,Maison,104.0,4.0,S,sols,,,762.0,3.91387,48.893979,528.8461538461538,29.475702734124848,20-30 km
2021-818799,2021-02-17,1,Vente,149600.0,16.0,,RUE MARECHAL LECLERC,0140,51530.0,51413,Oiry,51,,,51413000AC0321,,,,,,,,,,,,,0,1.0,Maison,88.0,5.0,S,sols,,,286.0,4.04813,49.022733,1700.0,46.421746846552544,30-50 km
2021-818807,2021-02-18,1,Vente,40000.0,3.0,,RUE DU LAVOIR,0060,51210.0,51607,Verdon,51,,,516070000A0291,,,,,,,,,,,,,0,1.0,Maison,54.0,1.0,S,sols,,,390.0,3.606532,48.959271,740.7407407407408,37.64456318938806,30-50 km
2021-818817,2021-02-19,1,Vente,210000.0,16.0,,RUE RENE CHAYOUX,1369,51160.0,51030,Aÿ-Champagne,51,,,510303470F0734,,,,,,,,,,,,,0,1.0,Maison,95.0,6.0,S,sols,,,352.0,4.035269,49.048443,2210.5263157894738,48.67753928793853,30-50 km
2021-818821,2021-02-19,1,Vente,250000.0,34.0,,RUE DUVAL,1355,51160.0,51030,Aÿ-Champagne,51,,,510303470F1068,,,,,,,,,,,,,0,1.0,Maison,73.0,4.0,J,jardins,POTAG,Jardin potager,2594.0,4.034675,49.049009,3424.6575342465753,48.71961145907379,30-50 km
2021-818821,2021-02-19,1,Vente,250000.0,34.0,,RUE DUVAL,1355,51160.0,51030,Aÿ-Champagne,51,,,510303470F1068,,,,,,,,,,,,,0,1.0,Maison,73.0,4.0,S,sols,,,717.0,4.034675,49.049009,3424.6575342465753,48.71961145907379,30-50 km
2021-818826,2021-02-12,2,Vente,57000.0,30.0,,RTE DE PARIS,0290,51700.0,51585,Troissy,51,,,51585000AO0920,,,,,,,,,,,,,0,1.0,Maison,35.0,2.0,S,sols,,,576.0,3.709057,49.08243,1628.5714285714287,49.25860068742023,30-50 km
2021-818826,2021-02-12,2,Vente,57000.0,30.0,,RTE DE PARIS,0290,51700.0,51585,Troissy,51,,,51585000AO0920,,,,,,,,,,,,,0,1.0,Maison,87.0,5.0,S,sols,,,576.0,3.709057,49.08243,655.1724137931035,49.25860068742023,30-50 km
2021-818843,2021-02-11,1,Vente,150000.0,6.0,,RUE DU PONT,0200,51700.0,51249,Festigny,51,,,51249000AA0202,,,,,,,,,,,,,0,1.0,Maison,114.0,5.0,S,sols,,,194.0,3.745821,49.052105,1315.7894736842106,45.652438758738825,30-50 km
2021-818844,2021-01-07,1,Vente,95000.0,25.0,,BD JEAN BRION,0136,51130.0,51612,Blancs-Coteaux,51,,,51612000BH0047,,,,,,,,,,,,,0,1.0,Maison,65.0,4.0,S,sols,,,396.0,4.005278,48.906353,1461.5384615384614,33.435064893641446,30-50 km
2021-818851,2021-02-05,1,Vente,66900.0,73.0,,RUE DES CHATAIGNIERS,0132,51210.0,51380,Montmirail,51,,,51380000AY0647,,,,,,,,,,,,,0,1.0,Maison,64.0,3.0,S,sols,,,173.0,3.546268,48.872872,1045.3125,31.14710458434053,30-50 km
2021-818855,2021-02-05,1,Vente,95300.0,32.0,,RUE JEAN DE LA FONTAINE,0539,51210.0,51380,Montmirail,51,,,51380000AY0493,,,,,,,,,,,,,0,1.0,Maison,96.0,5.0,S,sols,,,538.0,3.547653,48.872171,992.7083333333334,31.025162286137522,30-50 km
2021-818866,2021-03-03,1,Vente,50000.0,12.0,B,RUE NICOLAS PHILIPPONNAT,0890,51160.0,51030,Aÿ-Champagne,51,,,510300000F1367,,,,,,,,,,,,,0,1.0,Maison,50.0,3.0,S,sols,,,68.0,4.005117,49.054114,1000.0,48.48837459106441,30-50 km
2021-818897,2021-02-22,1,Vente,298000.0,24.0,,RUE DU GENERAL KOENIG,0105,51130.0,51612,Blancs-Coteaux,51,,,51612000BI0037,,,,,,,,,,,,,0,1.0,Maison,195.0,9.0,S,sols,,,454.0,4.003304,48.90662,1528.2051282051282,33.39184460253449,30-50 km
2021-818941,2021-02-25,1,Vente,103800.0,5.0,,ALL DES DRAGONS,0712,51200.0,51230,Épernay,51,,,51230000BD0216,,,21,63.32,,,,,,,,,1,2.0,Appartement,64.0,2.0,,,,,,3.955676,49.02809,1621.875,44.628670751567235,30-50 km
2021-818942,2021-02-19,1,Vente,120000.0,23.0,,RUE JULIEN DUCOS,0130,51530.0,51002,Saint-Martin-d'Ablois,51,,,51002000AM0225,,,,,,,,,,,,,0,2.0,Appartement,60.0,3.0,S,sols,,,232.0,3.874553,49.013414,2000.0,41.744135588608856,30-50 km
2021-818942,2021-02-19,1,Vente,120000.0,23.0,,RUE JULIEN DUCOS,0130,51530.0,51002,Saint-Martin-d'Ablois,51,,,51002000AM0225,,,,,,,,,,,,,0,2.0,Appartement,16.0,1.0,S,sols,,,232.0,3.874553,49.013414,7500.0,41.744135588608856,30-50 km
2021-818942,2021-02-19,1,Vente,120000.0,23.0,,RUE JULIEN DUCOS,0130,51530.0,51002,Saint-Martin-d'Ablois,51,,,51002000AM0225,,,,,,,,,,,,,0,2.0,Appartement,36.0,2.0,S,sols,,,232.0,3.874553,49.013414,3333.3333333333335,41.744135588608856,30-50 km
